"縣市","鄉鎮市區","交易標的","土地區段位置或建物區門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價每平方公尺","車位類別","車位移轉總面積平方公尺","車位總價元","lat","lon"
"宜蘭縣","礁溪鄉","房地(土地+建物)","宜蘭縣礁溪鄉德陽路165號",9.15,"住","","",10402,"土地1建物1車位0","九層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",871102,56.29,0,0,0,"無","無",4450000,79055,"",0,0,24.828,121.76
"宜蘭縣","礁溪鄉","房地(土地+建物)","宜蘭縣礁溪鄉德陽街11巷15號",120.27,"住","","",10401,"土地4建物1車位0","全",1,"透天厝","住家用","鋼筋混凝土加強磚造",580110,56.58,0,2,1,"有","無",1.2e+07,212089,"",0,0,24.826,121.77
"宜蘭縣","壯圍鄉","房地(土地+建物)","宜蘭縣壯圍鄉永美路一段179巷75號",104,"","特定農業區","甲種建築用地",10403,"土地1建物1車位0","全",3,"透天厝","住家用","鋼筋混凝土加強磚造",791012,145.88,5,1,3,"有","無",4700000,32218,"",0,0,24.769,121.8
"宜蘭縣","礁溪鄉","房地(土地+建物)+車位","宜蘭縣礁溪鄉忠孝路97巷45弄15號",113.41,"其他","","",10312,"土地1建物1車位1","二層",4,"華廈(10層含以下有電梯)","見其他登記事項","鋼筋混凝土造",1011203,219.78,0,0,2,"無","有",2.1e+07,95550,"坡道平面",0,1300000,24.832,121.77
"宜蘭縣","五結鄉","房地(土地+建物)","宜蘭縣五結鄉自強路42巷15號",91,"住","","",10402,"土地1建物1車位0","全",3,"透天厝","住家用","鋼筋混凝土造",820113,143.14,5,1,2,"有","無",7300000,50999,"",0,0,24.683,121.79
"宜蘭縣","三星鄉","房地(土地+建物)","宜蘭縣三星鄉月眉街135號",389.26,"","特定農業區","農牧用地",10403,"土地1建物1車位0","一層，二層，屋頂突出物",2,"農舍","農舍","加強磚造",800513,202.77,5,2,3,"有","無",2500000,NA,"",0,0,24.668,121.65
"宜蘭縣","壯圍鄉","房地(土地+建物)","宜蘭縣壯圍鄉大福路一段278巷15號",63.77,"","鄉村區","乙種建築用地",10403,"土地2建物1車位0","全",2,"透天厝","住家用","鋼筋混凝土加強磚造",690821,95.6,3,2,2,"有","無",1200000,12552,"",0,0,24.795,121.8
"宜蘭縣","礁溪鄉","房地(土地+建物)","宜蘭縣礁溪鄉化龍街8巷15號",10.4,"住","","",10402,"土地1建物1車位0","五層",6,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",860811,53.6,1,1,1,"有","無",3200000,59701,"",0,0,24.821,121.76
"宜蘭縣","宜蘭市","土地","",162,"農","","",10403,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",5700000,35185,"",0,0,NA,NA
"宜蘭縣","礁溪鄉","房地(土地+建物)+車位","宜蘭縣礁溪鄉溫泉路45號",4.87,"商","","",10403,"土地1建物1車位1","十一層",12,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",850318,69.06,1,1,1,"有","有",4100000,59369,"坡道機械",0,0,24.827,121.77
"宜蘭縣","礁溪鄉","土地","",3094.67,"","特定農業區","農牧用地",10402,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",19500000,6301,"",0,0,NA,NA
"宜蘭縣","頭城鎮","土地","",45.81,"其他","","",10403,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",5e+05,10915,"",0,0,NA,NA
"宜蘭縣","宜蘭市","土地","",28.53,"其他","","",10402,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",180000,6309,"",0,0,NA,NA
"宜蘭縣","礁溪鄉","房地(土地+建物)","宜蘭縣礁溪鄉大忠路195號",10.37,"住","","",10403,"土地1建物1車位0","十二層",14,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",950921,66.29,1,1,1,"有","有",5250000,79197,"",0,0,24.824,121.76
"宜蘭縣","礁溪鄉","土地","",3169,"","特定農業區","農牧用地",10402,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",21080000,6652,"",0,0,NA,NA
"宜蘭縣","宜蘭市","房地(土地+建物)","宜蘭縣宜蘭巿中興路300巷15號",10.38,"住","","",10403,"土地1建物1車位0","六層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830621,53.01,1,1,1,"有","有",1950000,36786,"",0,0,24.692,121.77
"宜蘭縣","冬山鄉","房地(土地+建物)","宜蘭縣冬山鄉廣興路225號",82.39,"","鄉村區","乙種建築用地",10402,"土地1建物1車位0","全",4,"透天厝","住家用","鋼筋混凝土造",870316,192.31,5,1,4,"有","無",14800000,76959,"",0,0,24.669,121.74
"宜蘭縣","壯圍鄉","房地(土地+建物)","宜蘭縣壯圍鄉壯五路12巷15號",119.04,"農","","",10403,"土地1建物1車位0","全",3,"透天厝","住家用","鋼筋混凝土造",1040112,200.43,4,2,4,"有","無",9200000,45901,"",0,0,24.748,121.79
"宜蘭縣","礁溪鄉","房地(土地+建物)","宜蘭縣礁溪鄉德陽路247巷15號",9.73,"住","","",10403,"土地1建物1車位0","七層",7,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",850717,56.06,1,1,1,"有","有",3600000,64217,"",0,0,24.827,121.77
"宜蘭縣","礁溪鄉","房地(土地+建物)+車位","宜蘭縣礁溪鄉忠孝路97巷45弄45號",100.88,"其他","","",10402,"土地1建物1車位1","三層",4,"華廈(10層含以下有電梯)","見其他登記事項","鋼筋混凝土造",1011203,193.28,0,0,2,"無","有",28100000,145385,"坡道平面",0,1300000,24.832,121.77
"宜蘭縣","礁溪鄉","房地(土地+建物)+車位","宜蘭縣礁溪鄉忠孝路97巷45弄45號",142.86,"其他","","",10312,"土地1建物1車位3","一層，地下一層",4,"華廈(10層含以下有電梯)","見其他登記事項","鋼筋混凝土造",1011203,265.66,0,0,2,"無","有",27500000,103516,"坡道平面",0,3900000,24.832,121.77
"宜蘭縣","羅東鎮","房地(土地+建物)+車位","宜蘭縣羅東鎮天祥路345號",27.7,"住","","",10402,"土地1建物1車位1","六層",6,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",860127,122,3,1,2,"有","無",4900000,40164,"一樓平面",0,0,24.675,121.77
"宜蘭縣","羅東鎮","房地(土地+建物)","宜蘭縣羅東鎮南門路135號",21,"住","","",10403,"土地0建物1車位0","四層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820820,107.63,3,0,3,"有","無",6080000,56490,"",0,0,24.672,121.76
"宜蘭縣","蘇澳鎮","房地(土地+建物)","宜蘭縣蘇澳鎮光榮路88巷15號",84.86,"住","","",10403,"土地1建物1車位0","全",3,"透天厝","見其他登記事項","鋼筋混凝土造",841228,149.92,4,2,3,"有","無",3350000,22345,"",0,0,24.623,121.83
"宜蘭縣","羅東鎮","房地(土地+建物)","宜蘭縣羅東鎮公正路89巷15號",22.11,"商","","",10403,"土地1建物1車位0","四層",5,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",841206,89.64,3,2,2,"有","無",3500000,39045,"",0,0,24.677,121.77
"宜蘭縣","三星鄉","土地","",202.11,"住","","",10402,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",4200000,20781,"",0,0,NA,NA
"宜蘭縣","冬山鄉","房地(土地+建物)","宜蘭縣冬山鄉永美路105號",117.46,"","特定農業區","甲種建築用地",10403,"土地1建物1車位0","全",3,"透天厝","住家用","鋼筋混凝土造",830912,165.12,4,3,3,"有","無",6900000,41788,"",0,0,24.653,121.77
"宜蘭縣","冬山鄉","土地","",1865,"","特定農業區","農牧用地",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",7300000,3914,"",0,0,NA,NA
"宜蘭縣","五結鄉","房地(土地+建物)","宜蘭縣五結鄉大吉二路395巷15號",97.86,"","一般農業區","甲種建築用地",10402,"土地1建物1車位0","全",2,"透天厝","住家用","鋼筋混凝土加強磚造",700218,98.4,3,2,2,"有","無",3350000,34045,"",0,0,24.697,121.8
"宜蘭縣","羅東鎮","房地(土地+建物)","宜蘭縣羅東鎮北成路一段15號",22.64,"住","","",10403,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701215,82.27,3,2,1,"有","無",1200000,14586,"",0,0,24.674,121.76
"宜蘭縣","三星鄉","土地","",3255,"","一般農業區","農牧用地",10401,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",6793900,2087,"",0,0,NA,NA
"宜蘭縣","冬山鄉","房地(土地+建物)","宜蘭縣冬山鄉鹿安路575巷15號",83.11,"","特定農業區","甲種建築用地",10403,"土地2建物1車位0","全",2,"透天厝","住家用","鋼筋混凝土加強磚造",701215,99.9,3,2,2,"有","無",2650000,26527,"",0,0,24.66,121.77
"宜蘭縣","大同鄉","土地","",6550.69,"","山坡地保育區","農牧用地",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",550000,84,"",0,0,NA,NA
"宜蘭縣","冬山鄉","土地","",1196.05,"","特定農業區","農牧用地",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",4703466,3932,"",0,0,NA,NA
"宜蘭縣","羅東鎮","土地","",18,"住","","",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",1e+06,55556,"",0,0,NA,NA
"宜蘭縣","五結鄉","土地","",486.72,"","特定農業區","農牧用地",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",1472400,3025,"",0,0,NA,NA
"宜蘭縣","羅東鎮","土地","",162,"住","","",10403,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",1.7e+07,104938,"",0,0,NA,NA
"宜蘭縣","三星鄉","房地(土地+建物)","宜蘭縣三星鄉大坑路15號",950.06,"","特定農業區","農牧用地",10402,"土地4建物1車位0","一層，二層，夾層",2,"農舍","農舍","鋼筋混凝土造",990127,110.32,4,3,3,"有","無",4280000,NA,"",0,0,24.665,121.68
"宜蘭縣","羅東鎮","房地(土地+建物)","宜蘭縣羅東鎮純精路三段75號",135,"住","","",10403,"土地2建物2車位0","全",3,"透天厝","住家用","鋼筋混凝土加強磚造",660718,286.89,6,3,4,"有","無",2e+07,69713,"",0,0,24.681,121.76
"宜蘭縣","羅東鎮","土地","",181,"其他","","",10403,"土地4建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",1995672,11026,"",0,0,NA,NA
"宜蘭縣","冬山鄉","土地","",83.71,"其他","","",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",733300,8760,"",0,0,NA,NA
"宜蘭縣","羅東鎮","土地","",226.96,"","特定農業區","甲種建築用地",10312,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",5972000,26313,"",0,0,NA,NA
"宜蘭縣","羅東鎮","房地(土地+建物)","宜蘭縣羅東鎮天祥路45號",21.47,"住","","",10403,"土地1建物1車位0","七層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850902,63.25,3,2,1,"有","無",3100000,49012,"",0,0,24.669,121.77
"宜蘭縣","五結鄉","房地(土地+建物)","宜蘭縣五結鄉公園二路27巷45號",2138,"","特定農業區","農牧用地",10402,"土地1建物1車位0","一層，二層，三層",3,"農舍","農舍","鋼筋混凝土造",960530,586.03,6,2,7,"有","無",45200000,NA,"",0,0,24.676,121.81
"宜蘭縣","羅東鎮","房地(土地+建物)","宜蘭縣羅東鎮竹林街405巷45號",85.23,"","鄉村區","乙種建築用地",10403,"土地1建物1車位0","全",2,"透天厝","住家用","鋼筋混凝土加強磚造",701224,104.62,3,2,2,"有","無",5200000,49704,"",0,0,24.686,121.75
"宜蘭縣","三星鄉","房地(土地+建物)","宜蘭縣三星鄉上將路五段68巷15號",1724,"","特定農業區","農牧用地",10403,"土地1建物1車位0","一層，二層，三層",3,"農舍","農舍","見其他登記事項",990719,307.34,5,3,5,"有","無",2.2e+07,NA,"",0,0,24.679,121.68
"宜蘭縣","五結鄉","房地(土地+建物)","宜蘭縣五結鄉成興村成功路2巷105號",71.41,"","工業區","丁種建築用地",10403,"土地1建物1車位0","全",3,"透天厝","住家用","見其他登記事項",1031208,159.17,3,2,2,"有","無",6150000,38638,"",0,0,24.646,121.83
"宜蘭縣","蘇澳鎮","房地(土地+建物)","宜蘭縣蘇澳鎮神洲路8巷15號",22.28,"住","","",10403,"土地3建物2車位0","一層",4,"公寓(5樓含以下無電梯)","商業用","鋼筋混凝土造",680521,62.32,2,1,1,"有","無",9e+05,14442,"",0,0,24.58,121.86
"宜蘭縣","冬山鄉","土地","",1524,"","特定農業區","農牧用地",10211,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",3840000,2520,"",0,0,NA,NA
"宜蘭縣","冬山鄉","房地(土地+建物)","宜蘭縣冬山鄉香和路251巷12弄15號",114,"住","","",10402,"土地2建物1車位0","全",3,"透天厝","住家用","鋼筋混凝土造",850624,171.97,4,2,3,"有","無",4900000,28493,"",0,0,24.624,121.79
"宜蘭縣","冬山鄉","土地","",17066.93,"","一般農業區","農牧用地",10402,"土地3建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",45940000,2692,"",0,0,NA,NA
"宜蘭縣","冬山鄉","房地(土地+建物)","宜蘭縣冬山鄉柯林五路105號",977,"","特定農業區","農牧用地",10403,"土地1建物1車位0","一層，二層，三層",3,"農舍","農舍","見其他登記事項",1030730,278.38,4,2,5,"有","無",18200000,NA,"",0,0,24.674,121.72
"宜蘭縣","宜蘭市","房地(土地+建物)","宜蘭縣宜蘭巿慈航路165號",107,"","特定農業區","甲種建築用地",10402,"土地2建物1車位0","全",3,"透天厝","見其他登記事項","鋼筋混凝土造",1040203,203.2,5,1,5,"有","無",8400000,41339,"",0,0,24.767,121.74
"宜蘭縣","宜蘭市","房地(土地+建物)","宜蘭縣宜蘭巿慈航路135號",105,"","特定農業區","甲種建築用地",10402,"土地2建物1車位0","全",3,"透天厝","見其他登記事項","鋼筋混凝土造",1040202,203.02,5,1,5,"有","無",9620000,47384,"",0,0,24.766,121.74
"宜蘭縣","宜蘭市","房地(土地+建物)","宜蘭縣宜蘭巿慈航路135號",99,"","特定農業區","甲種建築用地",10402,"土地2建物1車位0","全",3,"透天厝","見其他登記事項","鋼筋混凝土造",1040202,201.01,5,1,5,"有","無",8260000,41092,"",0,0,24.766,121.74
"宜蘭縣","蘇澳鎮","房地(土地+建物)","宜蘭縣蘇澳鎮城中路108巷15號",112.61,"住","","",10402,"土地1建物1車位0","全",3,"透天厝","住家用","見其他登記事項",1040119,178.64,4,2,4,"有","無",5780000,32356,"",0,0,24.615,121.83
"宜蘭縣","礁溪鄉","房地(土地+建物)","宜蘭縣礁溪鄉公園路45號",9.31,"其他","","",10403,"土地1建物1車位0","七層",7,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",720226,47.22,1,1,1,"有","有",2500000,52944,"",0,0,24.83,121.77
"宜蘭縣","礁溪鄉","房地(土地+建物)","宜蘭縣礁溪鄉龍潭路285號",1347.29,"農","","",10402,"土地2建物1車位0","一層，二層",2,"農舍","農舍","見其他登記事項",980415,249.23,3,2,2,"有","無",2.5e+07,NA,"",0,0,24.782,121.75
"宜蘭縣","礁溪鄉","房地(土地+建物)","宜蘭縣礁溪鄉德陽路15號",5.25,"其他","","",10403,"土地3建物1車位0","五層",8,"套房(1房1廳1衛)","商業用","鋼筋混凝土造",710727,30.56,1,1,1,"有","有",3300000,107984,"",0,0,24.827,121.77
"宜蘭縣","宜蘭市","房地(土地+建物)","宜蘭縣宜蘭巿民權新路47巷8弄15號",28.82,"住","","",10402,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720511,93.96,3,2,2,"有","無",2550000,27139,"",0,0,24.749,121.75
"宜蘭縣","礁溪鄉","房地(土地+建物)","宜蘭縣礁溪鄉大忠路105號",10.13,"住","","",10403,"土地1建物1車位0","八層",9,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",880831,66.81,1,1,1,"有","有",4500000,67355,"",0,0,24.82,121.76
"宜蘭縣","宜蘭市","土地","",29.23,"其他","","",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",198000,6774,"",0,0,NA,NA
"宜蘭縣","宜蘭市","土地","",63.61,"其他","","",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",452928,7120,"",0,0,NA,NA
"宜蘭縣","冬山鄉","房地(土地+建物)","宜蘭縣冬山鄉光華一路318巷15號",42.19,"","特定農業區","甲種建築用地",10402,"土地1建物1車位0","三層，四層",4,"其他","住家用","鋼筋混凝土造",830506,148.49,3,2,2,"有","無",3200000,21550,"",0,0,24.679,121.73
"宜蘭縣","冬山鄉","土地","",451,"","特定農業區","農牧用地",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",3956000,8772,"",0,0,NA,NA
"宜蘭縣","宜蘭市","房地(土地+建物)","宜蘭縣宜蘭巿金六結路495號",19.32,"住","","",10402,"土地2建物1車位0","二層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830303,102.24,3,2,1,"有","有",3680000,35994,"",0,0,24.75,121.74
"宜蘭縣","宜蘭市","房地(土地+建物)","宜蘭縣宜蘭巿雪峰一路435號",1016,"農","","",10403,"土地1建物1車位0","二層，一層",2,"農舍","農舍","鋼筋混凝土造",981013,223.12,6,2,4,"有","無",16800000,NA,"",0,0,24.775,121.74
"宜蘭縣","礁溪鄉","房地(土地+建物)","宜蘭縣礁溪鄉玉龍路一段350巷16弄15號",88.28,"","特定農業區","甲種建築用地",10403,"土地1建物1車位0","全",4,"透天厝","見其他登記事項","鋼筋混凝土造",861103,167.85,4,2,3,"有","無",5350000,31874,"",0,0,24.792,121.78
"宜蘭縣","宜蘭市","房地(土地+建物)","宜蘭縣宜蘭巿新興路225號",31.39,"住","","",10403,"土地1建物1車位0","六層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",801210,165.61,3,2,2,"有","有",4170000,25180,"",0,0,24.762,121.75
"宜蘭縣","壯圍鄉","房地(土地+建物)","宜蘭縣壯圍鄉順和路1515號",119.08,"","特定農業區","甲種建築用地",10403,"土地2建物1車位0","全",2,"透天厝","住家用","鋼筋混凝土加強磚造",820901,121.18,4,2,3,"有","無",3400000,28057,"",0,0,24.764,121.8
"宜蘭縣","三星鄉","土地","",3108.64,"","","",10403,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",14800000,4761,"",0,0,NA,NA
"宜蘭縣","宜蘭市","房地(土地+建物)","宜蘭縣宜蘭巿縣政八街51巷32弄15號",160.53,"住","","",10403,"土地2建物1車位0","全",2,"透天厝","見其他登記事項","見其他登記事項",1001104,149.99,2,2,3,"有","無",1.2e+07,80005,"",0,0,24.727,121.75
"宜蘭縣","宜蘭市","土地","",453.33,"住","","",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",20570000,45375,"",0,0,NA,NA
"宜蘭縣","宜蘭市","土地","",97.7,"住","","",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",4434000,45384,"",0,0,NA,NA
"宜蘭縣","礁溪鄉","房地(土地+建物)","宜蘭縣礁溪鄉踏踏路75號",2129,"","特定農業區","農牧用地",10402,"土地1建物1車位0","一層，二層，三層",3,"農舍","農舍","見其他登記事項",1001027,401.76,5,2,4,"有","無",38500000,NA,"",0,0,24.801,121.78
"宜蘭縣","三星鄉","土地","",2068,"","特定農業區","農牧用地",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",7006384,3388,"",0,0,NA,NA
"宜蘭縣","三星鄉","建物","宜蘭縣三星鄉三星路一段101巷39弄15號",0,"","","",10402,"土地0建物1車位0","全",3,"透天厝","住家用","見其他登記事項",1031225,187.35,4,2,3,"有","無",2720000,14518,"",0,0,24.668,121.69
"宜蘭縣","三星鄉","土地","",2800,"","特定農業區","甲種建築用地",10402,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",36755420,13127,"",0,0,NA,NA
"宜蘭縣","宜蘭市","房地(土地+建物)","宜蘭縣宜蘭巿凱旋路129巷15號",54.79,"住","","",10403,"土地1建物1車位0","一層",7,"店面(店鋪)","見其他登記事項","鋼筋混凝土造",1000414,172.31,0,0,1,"有","有",7760000,45035,"",0,0,24.721,121.76
"宜蘭縣","員山鄉","房地(土地+建物)","宜蘭縣員山鄉坡城路15號",1217.97,"","一般農業區","農牧用地",10402,"土地2建物2車位0","一層，二層，三層",3,"農舍","農舍","見其他登記事項",991213,302.22,4,2,4,"有","有",27500000,NA,"",0,0,24.779,121.7
"宜蘭縣","宜蘭市","土地","",141.06,"住","","",10401,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",6950000,49270,"",0,0,NA,NA
"宜蘭縣","頭城鎮","房地(土地+建物)","宜蘭縣頭城鎮協天路686巷15號",128.75,"住","","",10403,"土地2建物1車位0","全",2,"透天厝","住家用","鋼筋混凝土加強磚造",690528,125.3,2,1,1,"有","無",2100000,16760,"",0,0,24.858,121.83
"宜蘭縣","宜蘭市","房地(土地+建物)","宜蘭縣宜蘭巿建軍路15號",18.63,"住","","",10402,"土地1建物1車位0","七層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840128,102.31,2,1,2,"有","有",3900000,38119,"",0,0,24.752,121.73
"宜蘭縣","宜蘭市","房地(土地+建物)","宜蘭縣宜蘭巿公園路15號",151.28,"住","","",10403,"土地1建物1車位0","一層，二層，三層，見其他登記事項",3,"店面(店鋪)","見其他登記事項","鋼筋混凝土造",1020205,272.16,4,1,5,"有","無",31800000,116843,"",0,0,24.739,121.75
"宜蘭縣","五結鄉","房地(土地+建物)","宜蘭縣五結鄉和平路和平巷45號",74.17,"住","","",10402,"土地1建物1車位0","全",2,"透天厝","住家用","鋼筋混凝土加強磚造",630315,89.55,4,2,3,"有","無",5800000,64768,"",0,0,24.692,121.76
"宜蘭縣","羅東鎮","房地(土地+建物)","宜蘭縣羅東鎮站前路56巷15號",31.53,"住","","",10402,"土地1建物1車位0","一層",5,"店面(店鋪)","住家用","鋼筋混凝土造",761103,118.93,2,1,1,"有","無",5800000,48768,"",0,0,24.677,121.77
"宜蘭縣","三星鄉","房地(土地+建物)","宜蘭縣三星鄉楓林二路135號",2076.32,"","特定農業區","農牧用地",10111,"土地1建物1車位0","一層",1,"農舍","農舍","見其他登記事項",1031117,181,5,1,1,"有","無",5150000,NA,"",0,0,24.682,121.65
"宜蘭縣","蘇澳鎮","土地","",28.42,"其他","","",10402,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",5e+05,17593,"",0,0,NA,NA
"宜蘭縣","三星鄉","房地(土地+建物)","宜蘭縣三星鄉農義路二段15巷15號",54.5,"","特定農業區","甲種建築用地",10402,"土地2建物1車位0","一層",5,"華廈(10層含以下有電梯)","見其他登記事項","鋼筋混凝土造",841121,217.23,3,1,2,"有","無",3600000,16572,"",0,0,24.67,121.71
"宜蘭縣","五結鄉","房地(土地+建物)","宜蘭縣五結鄉五結路二段405號",250,"住","","",10311,"土地1建物2車位0","三層",3,"其他","住家用","見其他登記事項",NA,194.02,2,1,2,"有","無",9462400,48770,"",0,0,24.684,121.79
"宜蘭縣","五結鄉","房地(土地+建物)","宜蘭縣五結鄉二結路357巷45號",1139.83,"農","","",10403,"土地1建物1車位0","一層，二層",2,"農舍","農舍","見其他登記事項",970506,219.05,0,0,0,"無","無",1.9e+07,NA,"",0,0,24.695,121.8
"宜蘭縣","羅東鎮","房地(土地+建物)","宜蘭縣羅東鎮尚義街75號",5.64,"住","","",10403,"土地1建物1車位0","二層",7,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",830916,38.07,1,1,1,"有","無",1900000,49908,"",0,0,24.68,121.75
"宜蘭縣","冬山鄉","房地(土地+建物)","宜蘭縣冬山鄉柯林一路255號",1303,"","特定農業區","農牧用地",10312,"土地1建物1車位0","一層，二層，三層",3,"農舍","農舍","見其他登記事項",990409,277.65,6,3,3,"有","無",1.2e+07,NA,"",0,0,24.678,121.73
"宜蘭縣","三星鄉","土地","",2170,"","特定農業區","甲種建築用地",10401,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",51200000,23594,"",0,0,NA,NA
"宜蘭縣","羅東鎮","房地(土地+建物)","宜蘭縣羅東鎮公正路285號",11.97,"住","","",10403,"土地1建物1車位0","十一層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840331,98.77,3,2,2,"有","有",3600000,36448,"",0,0,24.68,121.76
"宜蘭縣","三星鄉","房地(土地+建物)","宜蘭縣三星鄉大隱十一路167巷15號",70.2,"","特定農業區","甲種建築用地",10402,"土地2建物1車位0","全",2,"透天厝","見其他登記事項","鋼筋混凝土造",860408,89.42,2,2,1,"有","無",4200000,46969,"",0,0,24.673,121.71
"宜蘭縣","五結鄉","房地(土地+建物)","宜蘭縣五結鄉舊街一路110巷75號",155.1,"住","","",10312,"土地1建物1車位0","全",3,"透天厝","住家用","鋼筋混凝土造",821029,172.61,2,3,3,"有","無",8300000,48085,"",0,0,24.707,121.77
"宜蘭縣","冬山鄉","土地","",834.71,"","","",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",2525000,3025,"",0,0,NA,NA
"宜蘭縣","冬山鄉","土地","",51.58,"工","","",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",468089,9075,"",0,0,NA,NA
"宜蘭縣","五結鄉","房地(土地+建物)","宜蘭縣五結鄉中正西路41巷4弄15號",14.13,"住","","",10403,"土地2建物1車位0","二層",6,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",831227,67.12,2,1,1,"有","無",2800000,41716,"",0,0,24.7,121.76
"宜蘭縣","三星鄉","房地(土地+建物)","宜蘭縣三星鄉上將路二段377巷180弄15號",133.07,"","特定農業區","甲種建築用地",10403,"土地2建物1車位0","全",3,"透天厝","住家用","鋼筋混凝土造",1030711,272.88,4,2,4,"有","無",11880000,43536,"",0,0,24.693,121.73
"宜蘭縣","五結鄉","土地","",297,"","特定農業區","甲種建築用地",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",5839000,19660,"",0,0,NA,NA
"宜蘭縣","羅東鎮","房地(土地+建物)","宜蘭縣羅東鎮純精路二段248巷15號",41.5,"住","","",10402,"土地1建物1車位0","一層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土加強磚造",640227,81.79,3,2,1,"有","無",4500000,55019,"",0,0,24.679,121.76
"宜蘭縣","三星鄉","土地","",2640.44,"","特定農業區","農牧用地",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",7188000,2722,"",0,0,NA,NA
"宜蘭縣","三星鄉","土地","",1577,"","山坡地保育區","林業用地",10312,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",950000,602,"",0,0,NA,NA
"宜蘭縣","五結鄉","土地","",173.95,"","風景區","農牧用地",10312,"土地3建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",790000,4542,"",0,0,NA,NA
"宜蘭縣","頭城鎮","土地","",1465,"農","","",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",13120000,8956,"",0,0,NA,NA
