編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPWQMLSJMHKFFAO17CA,,44.31,見其他登記事項,鋼筋混凝土造,103年11月10日,008,六層
RPWQMLSJMHKFFAO17CA,,39.29,共有部分,鋼筋混凝土造,103年11月10日,008
RPWQMLSJMHKFFAO17CA,,15.76,共有部分,鋼筋混凝土造,103年11月10日,008
RPXQMLSJMHKFFAO27CA,,46.33,見其他登記事項,鋼筋混凝土造,103年11月10日,008,六層
RPXQMLSJMHKFFAO27CA,,40.76,共有部分,鋼筋混凝土造,103年11月10日,008
RPXQMLSJMHKFFAO27CA,,16.50,共有部分,鋼筋混凝土造,103年11月10日,008
RPORMLSJMHKFFAO09CA,,47.22,見其他登記事項,鋼筋混凝土造,103年11月10日,008,六層
RPORMLSJMHKFFAO09CA,,40.63,共有部分,鋼筋混凝土造,103年11月10日,008
RPORMLSJMHKFFAO09CA,,16.44,共有部分,鋼筋混凝土造,103年11月10日,008
RPPRMLSJMHKFFAO56CA,,51.77,見其他登記事項,鋼筋混凝土造,103年11月10日,008,七層
RPPRMLSJMHKFFAO56CA,,42.35,共有部分,鋼筋混凝土造,103年11月10日,008
RPPRMLSJMHKFFAO56CA,,17.33,共有部分,鋼筋混凝土造,103年11月10日,008
RPQRMLSJMHKFFAO66CA,,44.31,見其他登記事項,鋼筋混凝土造,103年11月10日,008,七層
RPQRMLSJMHKFFAO66CA,,39.29,共有部分,鋼筋混凝土造,103年11月10日,008
RPQRMLSJMHKFFAO66CA,,15.76,共有部分,鋼筋混凝土造,103年11月10日,008
RPRRMLSJMHKFFAO76CA,,46.33,見其他登記事項,鋼筋混凝土造,103年11月10日,008,七層
RPRRMLSJMHKFFAO76CA,,40.76,共有部分,鋼筋混凝土造,103年11月10日,008
RPRRMLSJMHKFFAO76CA,,16.50,共有部分,鋼筋混凝土造,103年11月10日,008
RPSRMLSJMHKFFAO86CA,,47.22,見其他登記事項,鋼筋混凝土造,103年11月10日,008,七層
RPSRMLSJMHKFFAO86CA,,40.63,共有部分,鋼筋混凝土造,103年11月10日,008
RPSRMLSJMHKFFAO86CA,,16.44,共有部分,鋼筋混凝土造,103年11月10日,008
RPTRMLSJMHKFFAO96CA,,54.62,見其他登記事項,鋼筋混凝土造,103年11月10日,008,八層
RPTRMLSJMHKFFAO96CA,,42.90,共有部分,鋼筋混凝土造,103年11月10日,008
RPTRMLSJMHKFFAO96CA,,17.60,共有部分,鋼筋混凝土造,103年11月10日,008
RPURMLSJMHKFFAO07CA,,47.16,見其他登記事項,鋼筋混凝土造,103年11月10日,008,八層
RPURMLSJMHKFFAO07CA,,39.82,共有部分,鋼筋混凝土造,103年11月10日,008
RPURMLSJMHKFFAO07CA,,16.03,共有部分,鋼筋混凝土造,103年11月10日,008
RPVRMLSJMHKFFAO17CA,,50.87,見其他登記事項,鋼筋混凝土造,103年11月10日,008,八層
RPVRMLSJMHKFFAO17CA,,55.88,共有部分,鋼筋混凝土造,103年11月10日,008
RPVRMLSJMHKFFAO17CA,,16.61,共有部分,鋼筋混凝土造,103年11月10日,008
RPUPMLLMLHKFFAO98CA,22,77.99,商業用,鋼骨鋼筋混凝土造,82年8月21日,023,十七層
RPUPMLLMLHKFFAO98CA,22,21.86,共有部分,鋼骨鋼筋混凝土造,82年8月21日,023
RPUPMLLMLHKFFAO98CA,21,1.10,共有部分,鋼筋混凝土造,83年3月1日,022
RPRONLQLLHKFFAO09CA,,110.97,辦公室,鋼筋混凝土造,103年8月28日,015,十二層
RPRONLQLLHKFFAO09CA,,56.60,共有部分,鋼筋混凝土造,103年8月28日,015
RPRONLQLLHKFFAO09CA,,21.68,共有部分,鋼筋混凝土造,103年8月28日,015
RPSPMLOLLHKFFAO98CA,4,22.51,共有部分,鋼筋混凝土造,100年3月24日,012
RPSPMLOLLHKFFAO98CA,4,.02,見其他登記事項,鋼筋混凝土造,100年3月24日,012,一層
RPSPMLOLLHKFFAO98CA,4,87.14,見其他登記事項,鋼筋混凝土造,100年3月24日,012,一層 見其他登記事項
RPSPMLOLLHKFFAO98CA,4,10.17,共有部分,鋼筋混凝土造,100年3月24日,012
RPSPMLOLLHKFFAO98CA,4,26.88,共有部分,鋼筋混凝土造,100年3月24日,012
RPTPMLOLLHKFFAO09CA,14,72.32,住家用,鋼筋混凝土造,90年5月15日,005,四層
RPTPMLOLLHKFFAO09CA,14,.08,見其他登記事項,鋼筋混凝土造,90年5月15日,005,一層
RPTPMLOLLHKFFAO09CA,14,8.14,見其他登記事項,鋼筋混凝土造,90年5月15日,005
RPRRMLOLLHKFFAO09CA,1,112.85,見其他登記事項,鋼筋混凝土造,102年9月16日,014,四層
RPRRMLOLLHKFFAO09CA,1,19.38,共有部分,鋼筋混凝土造,102年9月16日,014
RPRRMLOLLHKFFAO09CA,1,31.19,共有部分,鋼筋混凝土造,102年9月16日,014
RPRRMLOLLHKFFAO09CA,1,.01,見其他登記事項,鋼筋混凝土造,102年9月16日,014,一層
RPRRMLOLLHKFFAO09CA,1,.00,共有部分,鋼筋混凝土造,102年9月16日,014
RPRRMLOLLHKFFAO09CA,1,19.01,共有部分,鋼筋混凝土造,102年9月16日,014
RPQVMLQLLHKFFAO96CA,2,22.74,見其他登記事項,鋼筋混凝土造,103年8月30日,012,三層
RPQVMLQLLHKFFAO96CA,2,38.43,共有部分,鋼筋混凝土造,103年8月30日,012
RPRVMLQLLHKFFAO07CA,,25.47,見其他登記事項,鋼筋混凝土造,103年8月30日,012,五層
RPRVMLQLLHKFFAO07CA,,19.59,共有部分,鋼筋混凝土造,103年8月30日,012
RPTVMLQLLHKFFAO27CA,,24.08,見其他登記事項,鋼筋混凝土造,103年8月30日,012,六層
RPTVMLQLLHKFFAO27CA,,19.09,共有部分,鋼筋混凝土造,103年8月30日,012
RPVVMLQLLHKFFAO47CA,,28.05,見其他登記事項,鋼筋混凝土造,103年8月30日,012,七層
RPVVMLQLLHKFFAO47CA,,21.32,共有部分,鋼筋混凝土造,103年8月30日,012
RPWVMLQLLHKFFAO57CA,,24.08,見其他登記事項,鋼筋混凝土造,103年8月30日,012,七層
RPWVMLQLLHKFFAO57CA,,19.09,共有部分,鋼筋混凝土造,103年8月30日,012
RPOWMLQLLHKFFAO86CA,,24.23,見其他登記事項,鋼筋混凝土造,103年8月30日,012,八層
RPOWMLQLLHKFFAO86CA,,18.84,共有部分,鋼筋混凝土造,103年8月30日,012
RPQWMLQLLHKFFAO07CA,2,24.23,見其他登記事項,鋼筋混凝土造,103年8月30日,012,六層
RPQWMLQLLHKFFAO07CA,2,18.84,共有部分,鋼筋混凝土造,103年8月30日,012
RPSWMLQLLHKFFAO27CA,,24.08,見其他登記事項,鋼筋混凝土造,103年8月30日,012,十層
RPSWMLQLLHKFFAO27CA,,19.09,共有部分,鋼筋混凝土造,103年8月30日,012
RPUWMLQLLHKFFAO47CA,22,71.48,住家用,鋼筋混凝土造,81年11月3日,005,五層
RPUWMLQLLHKFFAO47CA,22,9.05,共有部分,鋼筋混凝土造,81年11月3日,005
RPUWMLQLLHKFFAO47CA,22,13.32,共有部分,鋼筋混凝土造,81年11月3日,001
RPVWMLQLLHKFFAO57CA,,28.88,見其他登記事項,鋼筋混凝土造,103年8月30日,012,十層
RPVWMLQLLHKFFAO57CA,,41.41,共有部分,鋼筋混凝土造,103年8月30日,012
RPXWMLQLLHKFFAO77CA,,24.53,見其他登記事項,鋼筋混凝土造,103年8月30日,012,十一層
RPXWMLQLLHKFFAO77CA,,18.84,共有部分,鋼筋混凝土造,103年8月30日,012
RPPNNLQLLHKFFAO78CA,,24.53,見其他登記事項,鋼筋混凝土造,103年8月30日,012,八層
RPPNNLQLLHKFFAO78CA,,39.17,共有部分,鋼筋混凝土造,103年8月30日,012
RPQNNLQLLHKFFAO88CA,,24.23,見其他登記事項,鋼筋混凝土造,103年8月30日,012,十一層
RPQNNLQLLHKFFAO88CA,,18.84,共有部分,鋼筋混凝土造,103年8月30日,012
RPSNNLQLLHKFFAO09CA,,24.53,見其他登記事項,鋼筋混凝土造,103年8月30日,012,十二層
RPSNNLQLLHKFFAO09CA,,18.84,共有部分,鋼筋混凝土造,103年8月30日,012
RPTNNLQLLHKFFAO56CA,,28.05,見其他登記事項,鋼筋混凝土造,103年8月30日,012,十二層
RPTNNLQLLHKFFAO56CA,,21.32,共有部分,鋼筋混凝土造,103年8月30日,012
RPUNNLQLLHKFFAO66CA,,25.47,見其他登記事項,鋼筋混凝土造,103年8月30日,012,十二層
RPUNNLQLLHKFFAO66CA,,19.59,共有部分,鋼筋混凝土造,103年8月30日,012
RPVNNLQLLHKFFAO76CA,2,28.88,見其他登記事項,鋼筋混凝土造,103年8月30日,012,十二層
RPVNNLQLLHKFFAO76CA,2,41.41,共有部分,鋼筋混凝土造,103年8月30日,012
RPWNNLQLLHKFFAO86CA,,23.51,見其他登記事項,鋼筋混凝土造,103年8月30日,012,十二層
RPWNNLQLLHKFFAO86CA,,18.84,共有部分,鋼筋混凝土造,103年8月30日,012
RPXNMLRLLHKFFAO96CA,17,93.96,住家用,鋼筋混凝土造,86年12月10日,008,六層
RPXNMLRLLHKFFAO96CA,17,12.27,共有部分,鋼筋混凝土造,86年12月10日,008
RPXNMLRLLHKFFAO96CA,17,11.21,共有部分,鋼筋混凝土造,86年12月10日,008
RPQQMLRLLHKFFAO56CA,3,126.02,見其他登記事項,鋼筋混凝土造,100年11月30日,015,五層
RPQQMLRLLHKFFAO56CA,3,34.86,共有部分,鋼筋混凝土造,100年11月30日,015
RPQQMLRLLHKFFAO56CA,3,82.34,共有部分,鋼筋混凝土造,100年11月30日,015
RPPNMLSLLHKFFAO88CA,20,91.49,住家用,鋼筋混凝土造,84年4月20日,006,四層
RPPNMLSLLHKFFAO88CA,20,30.35,共有部分,鋼筋混凝土造,84年4月20日,006
RPVNMLSLLHKFFAO86CA,21,106.65,住家用,鋼筋混凝土造,83年5月4日,007,四層
RPVNMLSLLHKFFAO86CA,21,22.42,共有部分,鋼筋混凝土造,83年5月4日,007
RPVNMLSLLHKFFAO86CA,21,13.45,共有部分,鋼筋混凝土造,83年5月4日,007
RPQOMLTJMHKFFAO09CA,17,90.99,住家用,鋼筋混凝土造,86年8月5日,008,三層
RPQOMLTJMHKFFAO09CA,17,10.46,共有部分,鋼筋混凝土造,86年8月5日,008
RPQOMLTJMHKFFAO09CA,17,12.54,共有部分,鋼筋混凝土造,86年8月5日,008
RPQOMLTJMHKFFAO09CA,17,.08,見其他登記事項,鋼筋混凝土造,86年8月5日,008,一層
RPQOMLTJMHKFFAO09CA,17,8.73,共有部分,鋼筋混凝土造,86年8月5日,008
RPTTMLLMLHKFFAO66CA,10,19.85,見其他登記事項,鋼筋混凝土造,94年5月31日,005,三層
RPTTMLLMLHKFFAO66CA,10,14.84,見其他登記事項,鋼筋混凝土造,94年5月31日,005,三層
RPTTMLLMLHKFFAO66CA,10,2.29,見其他登記事項,鋼筋混凝土造,94年5月31日,005
RPTTMLLMLHKFFAO66CA,10,18.19,見其他登記事項,鋼筋混凝土造,94年5月31日,005,三層
RPTTMLLMLHKFFAO66CA,10,3.69,見其他登記事項,鋼筋混凝土造,94年5月31日,005
RPTTMLLMLHKFFAO66CA,10,22.15,見其他登記事項,鋼筋混凝土造,94年5月31日,005,三層
RPTTMLLMLHKFFAO66CA,10,2.29,見其他登記事項,鋼筋混凝土造,94年5月31日,005
RPTTMLLMLHKFFAO66CA,10,3.69,見其他登記事項,鋼筋混凝土造,94年5月31日,005
RPTTMLLMLHKFFAO66CA,10,2.29,見其他登記事項,鋼筋混凝土造,94年5月31日,005
RPTTMLLMLHKFFAO66CA,10,3.69,見其他登記事項,鋼筋混凝土造,94年5月31日,005
RPTTMLLMLHKFFAO66CA,10,2.29,見其他登記事項,鋼筋混凝土造,94年5月31日,005
RPTTMLLMLHKFFAO66CA,10,3.69,見其他登記事項,鋼筋混凝土造,94年5月31日,005
RPSOMLOLMHKFFAO98CA,,110.90,見其他登記事項,鋼筋混凝土造,103年11月10日,015,七層
RPSOMLOLMHKFFAO98CA,,83.48,共有部分,鋼筋混凝土造,103年11月10日,015
RPVOMLQKMHKFFAO76CA,5,99.55,見其他登記事項,鋼筋混凝土造,99年6月25日,013,八層
RPVOMLQKMHKFFAO76CA,5,44.36,共有部分,鋼筋混凝土造,99年6月25日,013
RPVOMLQKMHKFFAO76CA,5,.06,見其他登記事項,鋼筋混凝土造,99年6月25日,013,一層
RPVOMLQKMHKFFAO76CA,5,20.80,共有部分,鋼筋混凝土造,99年6月25日,013
RPVOMLQKMHKFFAO76CA,5,22.03,共有部分,鋼筋混凝土造,99年6月25日,013
RPQOMLOKMHKFFAO68CA,,91.55,見其他登記事項,鋼筋混凝土造,103年11月10日,015,五層
RPQOMLOKMHKFFAO68CA,,60.19,共有部分,鋼筋混凝土造,103年11月10日,015
RPROMLOKMHKFFAO78CA,,110.90,見其他登記事項,鋼筋混凝土造,103年11月10日,015,九層
RPROMLOKMHKFFAO78CA,,84.52,共有部分,鋼筋混凝土造,103年11月10日,015
RPPRMLLKMHKFFAO58CA,,110.90,見其他登記事項,鋼筋混凝土造,103年11月10日,015,五層
RPPRMLLKMHKFFAO58CA,,83.48,共有部分,鋼筋混凝土造,103年11月10日,015
RPQRMLLKMHKFFAO68CA,,97.83,見其他登記事項,鋼筋混凝土造,103年11月10日,015,五層
RPQRMLLKMHKFFAO68CA,,77.85,共有部分,鋼筋混凝土造,103年11月10日,015
RPTRMLLKMHKFFAO98CA,,107.73,見其他登記事項,鋼筋混凝土造,103年11月10日,015,六層
RPTRMLLKMHKFFAO98CA,,81.84,共有部分,鋼筋混凝土造,103年11月10日,015
RPURMLLKMHKFFAO09CA,,97.83,見其他登記事項,鋼筋混凝土造,103年11月10日,015,六層
RPURMLLKMHKFFAO09CA,,77.85,共有部分,鋼筋混凝土造,103年11月10日,015
RPVRMLLKMHKFFAO56CA,,91.55,見其他登記事項,鋼筋混凝土造,103年11月10日,015,六層
RPVRMLLKMHKFFAO56CA,,72.48,共有部分,鋼筋混凝土造,103年11月10日,015
RPXRMLLKMHKFFAO76CA,,91.55,見其他登記事項,鋼筋混凝土造,103年11月10日,015,七層
RPXRMLLKMHKFFAO76CA,,72.48,共有部分,鋼筋混凝土造,103年11月10日,015
RPOSMLLKMHKFFAO58CA,,110.90,見其他登記事項,鋼筋混凝土造,103年11月10日,015,十層
RPOSMLLKMHKFFAO58CA,,83.48,共有部分,鋼筋混凝土造,103年11月10日,015
RPPSMLLKMHKFFAO68CA,,91.55,見其他登記事項,鋼筋混凝土造,103年11月10日,015,十層
RPPSMLLKMHKFFAO68CA,,75.13,共有部分,鋼筋混凝土造,103年11月10日,015
RPQSMLLKMHKFFAO78CA,,97.83,見其他登記事項,鋼筋混凝土造,103年11月10日,015,十一層
RPQSMLLKMHKFFAO78CA,,77.85,共有部分,鋼筋混凝土造,103年11月10日,015
RPRSMLLKMHKFFAO88CA,,91.55,見其他登記事項,鋼筋混凝土造,103年11月10日,015,十三層
RPRSMLLKMHKFFAO88CA,,72.48,共有部分,鋼筋混凝土造,103年11月10日,015
RPQNMLNKMHKFFAO48CA,1,104.65,見其他登記事項,鋼筋混凝土造,103年8月29日,015,五層
RPQNMLNKMHKFFAO48CA,1,57.32,共有部分,鋼筋混凝土造,103年8月29日,015
RPQNMLNKMHKFFAO48CA,1,26.82,共有部分,鋼筋混凝土造,103年8月29日,015
RPRNMLNKMHKFFAO58CA,1,104.65,見其他登記事項,鋼筋混凝土造,103年8月29日,015,六層
RPRNMLNKMHKFFAO58CA,1,57.32,共有部分,鋼筋混凝土造,103年8月29日,015
RPRNMLNKMHKFFAO58CA,1,26.82,共有部分,鋼筋混凝土造,103年8月29日,015
RPSNMLNKMHKFFAO68CA,1,104.65,見其他登記事項,鋼筋混凝土造,103年8月29日,015,七層
RPSNMLNKMHKFFAO68CA,1,57.32,共有部分,鋼筋混凝土造,103年8月29日,015
RPSNMLNKMHKFFAO68CA,1,26.82,共有部分,鋼筋混凝土造,103年8月29日,015
RPUNMLNKMHKFFAO88CA,1,65.19,見其他登記事項,鋼筋混凝土造,103年8月29日,015,一層 見其他登記事項
RPUNMLNKMHKFFAO88CA,1,83.43,共有部分,鋼筋混凝土造,103年8月29日,015
RPUNMLNKMHKFFAO88CA,1,19.03,共有部分,鋼筋混凝土造,103年8月29日,015
RPUOMLLKMHKFFAO78CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,四層
RPUOMLLKMHKFFAO78CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPUOMLLKMHKFFAO78CA,1,22.12,共有部分,鋼筋混凝土造,103年8月29日,015
RPVOMLLKMHKFFAO88CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,五層
RPVOMLLKMHKFFAO88CA,1,51.60,共有部分,鋼筋混凝土造,103年8月29日,015
RPVOMLLKMHKFFAO88CA,1,22.12,共有部分,鋼筋混凝土造,103年8月29日,015
RPWOMLLKMHKFFAO98CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,八層
RPWOMLLKMHKFFAO98CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPWOMLLKMHKFFAO98CA,1,22.12,共有部分,鋼筋混凝土造,103年8月29日,015
RPOPMLLKMHKFFAO28CA,1,72.81,見其他登記事項,鋼筋混凝土造,103年8月29日,015,二層
RPOPMLLKMHKFFAO28CA,1,49.24,共有部分,鋼筋混凝土造,103年8月29日,015
RPOPMLLKMHKFFAO28CA,1,18.74,共有部分,鋼筋混凝土造,103年8月29日,015
RPPPMLLKMHKFFAO38CA,1,72.81,見其他登記事項,鋼筋混凝土造,103年8月29日,015,十二層
RPPPMLLKMHKFFAO38CA,1,51.23,共有部分,鋼筋混凝土造,103年8月29日,015
RPPPMLLKMHKFFAO38CA,1,18.74,共有部分,鋼筋混凝土造,103年8月29日,015
RPQPMLLKMHKFFAO48CA,1,64.09,見其他登記事項,鋼筋混凝土造,103年8月29日,015,三層
RPQPMLLKMHKFFAO48CA,1,49.49,共有部分,鋼筋混凝土造,103年8月29日,015
RPQPMLLKMHKFFAO48CA,1,16.49,共有部分,鋼筋混凝土造,103年8月29日,015
RPRPMLLKMHKFFAO58CA,1,64.09,見其他登記事項,鋼筋混凝土造,103年8月29日,015,七層
RPRPMLLKMHKFFAO58CA,1,49.49,共有部分,鋼筋混凝土造,103年8月29日,015
RPRPMLLKMHKFFAO58CA,1,16.49,共有部分,鋼筋混凝土造,103年8月29日,015
RPSPMLLKMHKFFAO68CA,1,104.65,見其他登記事項,鋼筋混凝土造,103年8月29日,015,十五層
RPSPMLLKMHKFFAO68CA,1,57.32,共有部分,鋼筋混凝土造,103年8月29日,015
RPSPMLLKMHKFFAO68CA,1,26.83,共有部分,鋼筋混凝土造,103年8月29日,015
RPTPMLLKMHKFFAO78CA,1,64.09,見其他登記事項,鋼筋混凝土造,103年8月29日,015,十五層
RPTPMLLKMHKFFAO78CA,1,49.49,共有部分,鋼筋混凝土造,103年8月29日,015
RPTPMLLKMHKFFAO78CA,1,16.49,共有部分,鋼筋混凝土造,103年8月29日,015
RPUPMLLKMHKFFAO88CA,1,76.00,見其他登記事項,鋼筋混凝土造,103年8月29日,015,四層
RPUPMLLKMHKFFAO88CA,1,51.72,共有部分,鋼筋混凝土造,103年8月29日,015
RPUPMLLKMHKFFAO88CA,1,19.54,共有部分,鋼筋混凝土造,103年8月29日,015
RPVPMLLKMHKFFAO98CA,1,76.00,見其他登記事項,鋼筋混凝土造,103年8月29日,015,七層
RPVPMLLKMHKFFAO98CA,1,51.72,共有部分,鋼筋混凝土造,103年8月29日,015
RPVPMLLKMHKFFAO98CA,1,19.54,共有部分,鋼筋混凝土造,103年8月29日,015
RPWPMLLKMHKFFAO09CA,1,76.00,見其他登記事項,鋼筋混凝土造,103年8月29日,015,十層
RPWPMLLKMHKFFAO09CA,1,51.72,共有部分,鋼筋混凝土造,103年8月29日,015
RPWPMLLKMHKFFAO09CA,1,19.54,共有部分,鋼筋混凝土造,103年8月29日,015
RPXPMLLKMHKFFAO56CA,1,68.60,見其他登記事項,鋼筋混凝土造,103年8月29日,015,九層
RPXPMLLKMHKFFAO56CA,1,50.36,共有部分,鋼筋混凝土造,103年8月29日,015
RPXPMLLKMHKFFAO56CA,1,17.63,共有部分,鋼筋混凝土造,103年8月29日,015
RPOQMLLKMHKFFAO38CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,二層
RPOQMLLKMHKFFAO38CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPOQMLLKMHKFFAO38CA,1,22.09,共有部分,鋼筋混凝土造,103年8月29日,015
RPPQMLLKMHKFFAO48CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,六層
RPPQMLLKMHKFFAO48CA,1,51.60,共有部分,鋼筋混凝土造,103年8月29日,015
RPPQMLLKMHKFFAO48CA,1,22.09,共有部分,鋼筋混凝土造,103年8月29日,015
RPQQMLLKMHKFFAO58CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,十層
RPQQMLLKMHKFFAO58CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPQQMLLKMHKFFAO58CA,1,22.09,共有部分,鋼筋混凝土造,103年8月29日,015
RPSQMLLKMHKFFAO78CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,十三層
RPSQMLLKMHKFFAO78CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPSQMLLKMHKFFAO78CA,1,22.09,共有部分,鋼筋混凝土造,103年8月29日,015
RPTQMLLKMHKFFAO88CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,十四層
RPTQMLLKMHKFFAO88CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPTQMLLKMHKFFAO88CA,1,22.09,共有部分,鋼筋混凝土造,103年8月29日,015
RPVQMLLKMHKFFAO09CA,1,104.65,見其他登記事項,鋼筋混凝土造,103年8月29日,015,五層
RPVQMLLKMHKFFAO09CA,1,57.32,共有部分,鋼筋混凝土造,103年8月29日,015
RPVQMLLKMHKFFAO09CA,1,26.82,共有部分,鋼筋混凝土造,103年8月29日,015
RPPOMLOKMHKFFAO58CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,七層
RPPOMLOKMHKFFAO58CA,1,89.03,共有部分,鋼筋混凝土造,103年8月29日,015
RPPOMLOKMHKFFAO58CA,1,22.50,共有部分,鋼筋混凝土造,103年8月29日,015
RPWOMLRKMHKFFAO96CA,13,203.49,見其他登記事項,鋼筋混凝土造,91年6月14日,003,一層 二層 三層
RPQNMLLLMHKFFAO38CA,24,70.63,住家用,鋼筋混凝土造,80年7月5日,005,二層
RPQNMLLLMHKFFAO38CA,24,13.31,共有部分,鋼筋混凝土造,80年7月5日,005
RPRNMLRLMHKFFAO09CA,,102.50,住家用,加強磚造,,002,一層 二層
RPPPMLMLMHKFFAO58CA,21,89.38,住家用,鋼筋混凝土造,83年5月12日,013,九層
RPPPMLMLMHKFFAO58CA,21,16.23,共有部分,鋼筋混凝土造,83年5月12日,013
RPPPMLMLMHKFFAO58CA,21,11.80,共有部分,鋼筋混凝土造,83年5月12日,013
RPOPMLRLLHKFFAO98DA,16,102.00,住家用,鋼筋混凝土造,88年1月21日,014,十四層
RPOPMLRLLHKFFAO98DA,16,14.83,共有部分,鋼筋混凝土造,88年1月21日,014
RPOPMLRLLHKFFAO98DA,16,2.35,共有部分,鋼筋混凝土造,88年1月21日,014
RPOPMLRLLHKFFAO98DA,16,2.35,共有部分,鋼筋混凝土造,88年1月21日,014
RPOPMLRLLHKFFAO98DA,16,2.24,共有部分,鋼筋混凝土造,88年1月21日,014
RPOPMLRLLHKFFAO98DA,16,.17,見其他登記事項,鋼筋混凝土造,88年1月21日,014,地下三層
RPOPMLRLLHKFFAO98DA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPOPMLRLLHKFFAO98DA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPOPMLRLLHKFFAO98DA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPOPMLRLLHKFFAO98DA,16,52.88,共有部分,鋼筋混凝土造,88年1月21日,014
RPPPMLRLLHKFFAO09DA,18,38.96,共有部分,鋼筋混凝土造,86年5月15日,005
RPPPMLRLLHKFFAO09DA,16,91.19,住家用,鋼筋混凝土造,87年8月26日,005,一層
RPPPMLRLLHKFFAO09DA,16,3.80,共有部分,鋼筋混凝土造,87年8月26日,005
RPPPMLRLLHKFFAO09DA,16,12.20,共有部分,鋼筋混凝土造,87年8月26日,010
RPTOMLLJMHKFFAO58CA,36,102.08,住家用,加強磚造,67年9月6日,002,一層 二層
RPVNMLOJMHKFFAO98CA,,81.32,見使用執照,鋼筋混凝土造,,005,二層
RPVNMLOJMHKFFAO98CA,23,34.96,共有部分,鋼筋混凝土造,81年4月13日,005
RPQNMLLKMHKFFAO28CA,1,76.00,見其他登記事項,鋼筋混凝土造,103年8月29日,015,三層
RPQNMLLKMHKFFAO28CA,1,51.72,共有部分,鋼筋混凝土造,103年8月29日,015
RPQNMLLKMHKFFAO28CA,1,19.89,共有部分,鋼筋混凝土造,103年8月29日,015
RPRNMLLKMHKFFAO38CA,1,68.60,見其他登記事項,鋼筋混凝土造,103年8月29日,015,十一層
RPRNMLLKMHKFFAO38CA,1,50.36,共有部分,鋼筋混凝土造,103年8月29日,015
RPRNMLLKMHKFFAO38CA,1,17.95,共有部分,鋼筋混凝土造,103年8月29日,015
RPSNMLLKMHKFFAO48CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,二層
RPSNMLLKMHKFFAO48CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPSNMLLKMHKFFAO48CA,1,22.50,共有部分,鋼筋混凝土造,103年8月29日,015
RPTNMLLKMHKFFAO58CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,五層
RPTNMLLKMHKFFAO58CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPTNMLLKMHKFFAO58CA,1,22.50,共有部分,鋼筋混凝土造,103年8月29日,015
RPVNMLLKMHKFFAO78CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,十二層
RPVNMLLKMHKFFAO78CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPVNMLLKMHKFFAO78CA,1,22.50,共有部分,鋼筋混凝土造,103年8月29日,015
RPWNMLLKMHKFFAO88CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,十五層
RPWNMLLKMHKFFAO88CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPWNMLLKMHKFFAO88CA,1,22.50,共有部分,鋼筋混凝土造,103年8月29日,015
RPXNMLLKMHKFFAO98CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,二層
RPXNMLLKMHKFFAO98CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPXNMLLKMHKFFAO98CA,1,22.77,共有部分,鋼筋混凝土造,103年8月29日,015
RPOOMLLKMHKFFAO18CA,1,72.81,見其他登記事項,鋼筋混凝土造,103年8月29日,015,四層
RPOOMLLKMHKFFAO18CA,1,51.23,共有部分,鋼筋混凝土造,103年8月29日,015
RPOOMLLKMHKFFAO18CA,1,19.28,共有部分,鋼筋混凝土造,103年8月29日,015
RPPOMLLKMHKFFAO28CA,1,72.81,見其他登記事項,鋼筋混凝土造,103年8月29日,015,七層
RPPOMLLKMHKFFAO28CA,1,51.23,共有部分,鋼筋混凝土造,103年8月29日,015
