編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPTNMLKLLHKFFBD47CA,21,582.31,住商用,鋼筋混凝土造,82年10月29日,004,一層 二層 三層 四層 屋頂突出物 騎樓
RPUNMLTKLHKFFBD38CA,33,92.30,見其他登記事項,鋼筋混凝土造,70年9月7日,004,二層
RPUNMLTKLHKFFBD38CA,33,7.81,見其他登記事項,鋼筋混凝土造,70年9月7日,004
RPPOMLSJMHKFFBD87CA,12,206.22,住商用,鋼筋混凝土造,92年6月11日,003,一層 二層 三層 屋頂突出物 見其他登記事項
RPRNMLMJMHKFFBD37CA,18,92.21,住家用,鋼筋混凝土造,85年11月25日,018,十五層
RPRNMLMJMHKFFBD37CA,18,4.92,見其他登記事項,鋼筋混凝土造,85年11月25日,018
RPRNMLMJMHKFFBD37CA,18,25.23,停車空間,鋼筋混凝土造,85年11月25日,018
RPRNMLMJMHKFFBD37CA,18,14.24,見其他登記事項,鋼筋混凝土造,85年11月25日,018
RPPNMLKLLHKFFCD17CA,18,25.01,住家用,鋼筋混凝土構造,86年9月2日,015,九層
RPPNMLKLLHKFFCD17CA,18,6.75,共有部分,鋼筋混凝土構造,86年9月2日,015
RPVNMLTKLHKFFCD58CA,15,100.76,住家用,鋼筋混凝土構造,89年6月21日,012,四層
RPVNMLTKLHKFFCD58CA,15,13.30,共有部分,鋼筋混凝土構造,89年6月21日,012
RPVNMLTKLHKFFCD58CA,15,31.87,共有部分,鋼筋混凝土構造,89年6月21日,012
RPVNMLTKLHKFFCD58CA,15,11.50,共有部分,鋼筋混凝土構造,89年6月21日,012
RPPNMLNLLHKFFCD47CA,,201.60,見其他登記事項,見其他登記事項,75年12月31日,001,一層
RPTOMLKLLHKFFCD67CA,33,101.99,住家用,鋼筋混凝土構造,70年9月11日,005,四層 電梯樓梯間
RPSNMLOLLHKFFCD87CA,33,115.95,見其他登記事項,鋼筋混凝土構造,70年11月26日,005,五層
RPSNMLOLLHKFFCD87CA,33,10.55,共有部分,鋼筋混凝土構造,70年11月26日,005
RPOOMLQLLHKFFCD77CA,24,20.07,住家用,鋼筋混凝土構造,80年1月24日,006,四層
RPOOMLQLLHKFFCD77CA,24,6.28,共有部分,鋼筋混凝土構造,80年1月24日,006
RPTNMLSLLHKFFCD38CA,38,164.39,住商用,鋼筋混凝土構造,66年6月20日,003,一層 二層 三層 防空避難室 騎樓
